role,department,employment_type,resource,dept_matches_resource,role_eligible_for_critical,resource_sensitivity,has_relevant_cert,project_assigned,employment_is_contractor,employment_is_intern,contract_duration_days,previously_approved_similar,label
Contractor,Finance,Intern,Production Database,0,0,4,0,1,0,1,7,0,DENY
HR Specialist,IT,Intern,Production Database,1,0,4,1,1,0,1,14,0,DENY
System Administrator,Engineering,Employee,Development Server,1,1,2,1,0,0,0,90,1,ALLOW
QA Engineer,Finance,Contractor,Development Server,0,1,2,0,0,1,0,90,0,DENY
HR Specialist,Finance,Employee,Finance System,1,1,3,0,1,0,0,90,0,REVIEW
DevOps Engineer,IT,Employee,Admin Panel,1,0,4,1,1,0,0,60,0,DENY
Finance Analyst,Engineering,Contractor,Admin Panel,0,0,4,0,1,1,0,180,0,DENY
Software Developer,IT,Contractor,Production Database,1,0,4,0,1,1,0,60,0,DENY
Finance Analyst,Product,Employee,Production Database,0,0,4,0,1,0,0,180,1,DENY
System Administrator,Finance,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,60,0,DENY
HR Specialist,Product,Contractor,Admin Panel,0,0,4,0,1,1,0,7,1,DENY
DevOps Engineer,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,30,1,ALLOW
Contractor,Finance,Employee,Project Management System,1,1,1,0,0,0,0,90,1,ALLOW
Software Developer,HR,Employee,HR Database,1,1,3,1,1,0,0,7,1,ALLOW
Contractor,Product,Contractor,Admin Panel,0,0,4,0,0,1,0,60,0,DENY
HR Specialist,IT,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,180,0,DENY
Product Manager,Finance,Intern,Production Database,0,0,4,0,0,0,1,365,1,DENY
Software Developer,Product,Contractor,HR Database,0,1,3,0,0,1,0,365,0,DENY
Product Manager,IT,Intern,Admin Panel,1,0,4,0,1,0,1,7,0,DENY
DevOps Engineer,Engineering,Employee,Finance System,0,1,3,0,0,0,0,180,0,DENY
Product Manager,Engineering,Employee,Admin Panel,0,0,4,0,1,0,0,30,1,DENY
DevOps Engineer,HR,Intern,Admin Panel,0,0,4,0,1,0,1,365,1,DENY
QA Engineer,Product,Contractor,Admin Panel,0,0,4,0,1,1,0,14,0,DENY
Software Developer,Engineering,Intern,GitHub Project Alpha,1,1,1,0,1,0,1,7,0,ALLOW
HR Specialist,IT,Intern,Production Database,1,0,4,0,1,0,1,7,0,DENY
System Administrator,Engineering,Intern,GitHub Project Alpha,1,1,1,1,0,0,1,30,0,REVIEW
HR Specialist,Engineering,Contractor,Project Management System,1,1,1,1,0,1,0,180,1,ALLOW
DevOps Engineer,Product,Intern,Admin Panel,0,0,4,0,0,0,1,180,0,DENY
Finance Analyst,HR,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,90,0,DENY
Product Manager,Engineering,Contractor,Project Management System,1,1,1,1,0,1,0,180,1,ALLOW
Finance Analyst,HR,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,180,0,DENY
Contractor,Finance,Employee,Finance System,1,1,3,0,0,0,0,180,0,REVIEW
Finance Analyst,Engineering,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,365,1,ALLOW
System Administrator,HR,Contractor,Project Management System,1,1,1,0,1,1,0,30,1,ALLOW
Software Developer,Finance,Contractor,Production Database,0,0,4,0,0,1,0,7,0,DENY
System Administrator,IT,Intern,Production Database,1,1,4,1,0,0,1,90,1,REVIEW
System Administrator,IT,Contractor,Production Database,1,1,4,1,1,1,0,7,0,REVIEW
System Administrator,IT,Employee,Finance System,0,1,3,0,0,0,0,7,0,DENY
Finance Analyst,Engineering,Intern,Development Server,1,1,2,1,1,0,1,365,0,ALLOW
Product Manager,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,14,0,ALLOW
Product Manager,Product,Employee,Project Management System,1,1,1,0,0,0,0,7,0,ALLOW
Product Manager,HR,Contractor,Admin Panel,0,0,4,1,0,1,0,14,0,DENY
Contractor,Engineering,Intern,Finance System,0,1,3,0,1,0,1,30,0,DENY
Product Manager,IT,Intern,HR Database,0,1,3,0,1,0,1,60,0,DENY
System Administrator,Product,Contractor,Production Database,0,1,4,0,0,1,0,14,0,DENY
DevOps Engineer,HR,Intern,Development Server,0,1,2,1,0,0,1,180,0,DENY
HR Specialist,Engineering,Employee,HR Database,0,1,3,1,1,0,0,14,0,DENY
Product Manager,Product,Contractor,Development Server,0,1,2,1,0,1,0,14,0,DENY
Software Developer,HR,Intern,Production Database,0,0,4,1,1,0,1,14,0,DENY
System Administrator,IT,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,180,0,DENY
System Administrator,Product,Contractor,Production Database,0,1,4,0,0,1,0,365,0,DENY
HR Specialist,HR,Intern,Production Database,0,0,4,1,1,0,1,14,0,DENY
System Administrator,HR,Intern,Development Server,0,1,2,1,1,0,1,30,1,DENY
System Administrator,Product,Intern,Admin Panel,0,1,4,1,0,0,1,60,1,DENY
Product Manager,Product,Contractor,Admin Panel,0,0,4,1,0,1,0,365,0,DENY
Contractor,Engineering,Contractor,Project Management System,1,1,1,1,0,1,0,90,1,ALLOW
Contractor,Finance,Intern,Admin Panel,0,0,4,0,0,0,1,30,1,DENY
DevOps Engineer,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,7,0,DENY
DevOps Engineer,IT,Contractor,Project Management System,1,1,1,0,1,1,0,180,0,ALLOW
Product Manager,HR,Contractor,Admin Panel,0,0,4,0,1,1,0,90,0,DENY
System Administrator,Finance,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,7,1,DENY
DevOps Engineer,Product,Contractor,Finance System,0,1,3,0,1,1,0,180,0,DENY
System Administrator,HR,Intern,Development Server,0,1,2,0,1,0,1,14,0,DENY
DevOps Engineer,Engineering,Contractor,HR Database,0,1,3,1,1,1,0,30,0,DENY
Finance Analyst,Product,Contractor,HR Database,0,1,3,1,1,1,0,365,0,DENY
Finance Analyst,Finance,Contractor,Finance System,1,1,3,0,1,1,0,90,1,ALLOW
Contractor,Finance,Contractor,HR Database,0,1,3,0,0,1,0,30,0,DENY
Product Manager,IT,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,180,0,DENY
QA Engineer,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,180,0,DENY
QA Engineer,IT,Intern,Development Server,0,1,2,0,0,0,1,14,0,DENY
Software Developer,IT,Employee,Admin Panel,1,0,4,1,1,0,0,365,0,DENY
Contractor,HR,Employee,Finance System,0,1,3,0,0,0,0,7,0,DENY
Software Developer,Product,Intern,GitHub Project Alpha,1,1,1,1,0,0,1,90,0,REVIEW
QA Engineer,HR,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,180,1,DENY
Contractor,Engineering,Contractor,Production Database,1,0,4,1,1,1,0,30,0,DENY
HR Specialist,Finance,Contractor,Development Server,0,1,2,0,0,1,0,180,0,DENY
DevOps Engineer,Finance,Contractor,HR Database,0,1,3,1,1,1,0,14,0,DENY
HR Specialist,HR,Employee,Project Management System,1,1,1,0,1,0,0,60,1,ALLOW
DevOps Engineer,Finance,Employee,Admin Panel,0,0,4,0,1,0,0,365,1,DENY
Software Developer,Engineering,Contractor,Production Database,1,0,4,1,1,1,0,90,0,DENY
Product Manager,Finance,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,60,1,DENY
QA Engineer,HR,Employee,Project Management System,1,1,1,0,1,0,0,60,0,ALLOW
Software Developer,Product,Contractor,Finance System,0,1,3,0,1,1,0,14,0,DENY
DevOps Engineer,Engineering,Employee,Development Server,1,1,2,0,0,0,0,365,0,REVIEW
QA Engineer,HR,Intern,HR Database,1,1,3,0,1,0,1,90,0,REVIEW
Contractor,Product,Intern,Development Server,0,1,2,0,0,0,1,60,0,DENY
HR Specialist,IT,Employee,HR Database,0,1,3,0,1,0,0,14,1,DENY
DevOps Engineer,IT,Intern,Finance System,0,1,3,0,1,0,1,14,0,DENY
Contractor,HR,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,365,1,DENY
DevOps Engineer,Engineering,Employee,HR Database,0,1,3,1,0,0,0,180,0,DENY
HR Specialist,Product,Employee,HR Database,0,1,3,1,0,0,0,60,1,DENY
System Administrator,Product,Contractor,Finance System,0,1,3,1,0,1,0,180,0,DENY
DevOps Engineer,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,60,1,ALLOW
Contractor,HR,Employee,HR Database,1,1,3,1,0,0,0,90,0,REVIEW
Software Developer,Engineering,Contractor,HR Database,0,1,3,0,1,1,0,180,0,DENY
Software Developer,Engineering,Contractor,Finance System,0,1,3,0,0,1,0,90,0,DENY
HR Specialist,Engineering,Employee,Production Database,1,0,4,0,1,0,0,14,1,DENY
DevOps Engineer,HR,Employee,HR Database,1,1,3,0,1,0,0,14,0,REVIEW
Finance Analyst,IT,Contractor,Finance System,0,1,3,1,0,1,0,365,0,DENY
Software Developer,HR,Intern,Finance System,0,1,3,0,1,0,1,30,0,DENY
QA Engineer,HR,Contractor,Production Database,0,0,4,0,0,1,0,90,1,DENY
Product Manager,IT,Contractor,Development Server,0,1,2,0,0,1,0,180,0,DENY
Finance Analyst,IT,Intern,Finance System,0,1,3,0,1,0,1,60,0,DENY
HR Specialist,Engineering,Intern,Production Database,1,0,4,0,1,0,1,60,0,DENY
QA Engineer,HR,Employee,Finance System,0,1,3,1,0,0,0,14,0,DENY
Software Developer,Engineering,Employee,Project Management System,1,1,1,0,1,0,0,180,0,ALLOW
QA Engineer,IT,Intern,Development Server,0,1,2,0,0,0,1,7,1,DENY
DevOps Engineer,Product,Contractor,Finance System,0,1,3,1,0,1,0,365,1,DENY
Product Manager,HR,Contractor,Development Server,0,1,2,1,1,1,0,30,0,DENY
Contractor,Finance,Contractor,Admin Panel,0,0,4,0,0,1,0,60,0,DENY
System Administrator,IT,Contractor,Admin Panel,1,1,4,0,1,1,0,30,0,REVIEW
System Administrator,Product,Intern,Project Management System,1,1,1,1,1,0,1,30,0,ALLOW
System Administrator,IT,Contractor,Admin Panel,1,1,4,0,0,1,0,180,1,REVIEW
Software Developer,HR,Intern,Development Server,0,1,2,1,1,0,1,60,1,DENY
DevOps Engineer,IT,Intern,Finance System,0,1,3,0,0,0,1,14,1,DENY
HR Specialist,Finance,Intern,Admin Panel,0,0,4,0,1,0,1,14,1,DENY
Software Developer,Product,Employee,Development Server,0,1,2,1,0,0,0,180,0,DENY
Software Developer,IT,Intern,Development Server,0,1,2,0,1,0,1,180,1,DENY
Contractor,Product,Contractor,Admin Panel,0,0,4,0,0,1,0,30,0,DENY
Software Developer,Finance,Intern,Finance System,1,1,3,0,1,0,1,14,0,REVIEW
HR Specialist,HR,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,14,0,DENY
Product Manager,IT,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,90,0,DENY
QA Engineer,IT,Intern,Production Database,1,0,4,1,1,0,1,60,0,DENY
Product Manager,HR,Employee,Production Database,0,0,4,0,1,0,0,365,1,DENY
DevOps Engineer,Engineering,Employee,Finance System,0,1,3,0,0,0,0,7,0,DENY
Contractor,IT,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,14,0,DENY
QA Engineer,HR,Contractor,Finance System,0,1,3,1,1,1,0,30,0,DENY
QA Engineer,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,60,0,DENY
HR Specialist,HR,Contractor,Production Database,0,0,4,0,1,1,0,14,0,DENY
Contractor,Engineering,Intern,Project Management System,1,1,1,1,0,0,1,90,0,REVIEW
DevOps Engineer,IT,Intern,Admin Panel,1,0,4,1,0,0,1,14,1,DENY
Finance Analyst,Engineering,Employee,Development Server,1,1,2,1,1,0,0,90,1,ALLOW
HR Specialist,HR,Employee,Project Management System,1,1,1,0,1,0,0,90,0,ALLOW
DevOps Engineer,Finance,Contractor,Production Database,0,1,4,0,1,1,0,30,0,DENY
Contractor,HR,Intern,Development Server,0,1,2,0,0,0,1,30,0,DENY
System Administrator,Finance,Intern,Admin Panel,0,1,4,0,0,0,1,60,1,DENY
HR Specialist,Product,Intern,GitHub Project Alpha,1,1,1,1,0,0,1,30,0,REVIEW
QA Engineer,Engineering,Contractor,HR Database,0,1,3,0,1,1,0,30,1,DENY
Product Manager,Product,Employee,HR Database,0,1,3,1,0,0,0,365,0,DENY
DevOps Engineer,Finance,Contractor,HR Database,0,1,3,0,0,1,0,30,1,DENY
HR Specialist,Engineering,Employee,Admin Panel,0,0,4,1,1,0,0,365,0,DENY
Product Manager,HR,Intern,HR Database,1,1,3,0,1,0,1,90,0,REVIEW
DevOps Engineer,Product,Employee,Project Management System,1,1,1,0,0,0,0,90,0,ALLOW
Contractor,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,180,0,ALLOW
Product Manager,Finance,Employee,Finance System,1,1,3,1,1,0,0,365,1,ALLOW
DevOps Engineer,HR,Employee,Development Server,0,1,2,1,1,0,0,90,0,DENY
DevOps Engineer,IT,Intern,Production Database,1,1,4,1,1,0,1,180,0,REVIEW
System Administrator,Engineering,Contractor,Finance System,0,1,3,0,0,1,0,30,1,DENY
HR Specialist,HR,Employee,Project Management System,1,1,1,1,1,0,0,90,1,ALLOW
Product Manager,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,30,0,DENY
QA Engineer,Product,Intern,HR Database,0,1,3,1,0,0,1,60,0,DENY
QA Engineer,Finance,Employee,Production Database,0,0,4,1,0,0,0,30,1,DENY
DevOps Engineer,HR,Intern,Finance System,0,1,3,1,1,0,1,90,0,DENY
Product Manager,Product,Employee,Project Management System,1,1,1,1,1,0,0,180,0,ALLOW
System Administrator,IT,Employee,Development Server,0,1,2,0,0,0,0,90,1,DENY
Product Manager,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,30,1,ALLOW
System Administrator,Finance,Intern,HR Database,0,1,3,0,0,0,1,60,0,DENY
QA Engineer,IT,Intern,Finance System,0,1,3,1,0,0,1,7,0,DENY
Contractor,Product,Intern,Development Server,0,1,2,0,1,0,1,14,0,DENY
Product Manager,Engineering,Intern,Production Database,1,0,4,0,1,0,1,365,1,DENY
Finance Analyst,Finance,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,60,0,DENY
Software Developer,Product,Intern,Project Management System,1,1,1,0,0,0,1,365,0,REVIEW
HR Specialist,Product,Contractor,HR Database,0,1,3,1,1,1,0,30,0,DENY
Product Manager,HR,Contractor,HR Database,1,1,3,1,1,1,0,14,1,ALLOW
HR Specialist,Product,Intern,HR Database,0,1,3,0,0,0,1,90,0,DENY
DevOps Engineer,HR,Employee,Development Server,0,1,2,1,1,0,0,7,1,DENY
DevOps Engineer,Engineering,Intern,Production Database,1,1,4,0,1,0,1,180,0,REVIEW
Software Developer,Product,Intern,HR Database,0,1,3,1,1,0,1,7,0,DENY
Software Developer,Engineering,Employee,Production Database,1,0,4,1,1,0,0,90,0,DENY
Software Developer,IT,Contractor,Project Management System,1,1,1,1,1,1,0,30,0,ALLOW
Finance Analyst,Product,Employee,HR Database,0,1,3,0,0,0,0,30,1,DENY
QA Engineer,Product,Contractor,Admin Panel,0,0,4,0,1,1,0,30,0,DENY
Finance Analyst,Finance,Intern,Project Management System,1,1,1,1,0,0,1,365,0,REVIEW
System Administrator,IT,Contractor,HR Database,0,1,3,0,0,1,0,30,0,DENY
QA Engineer,Finance,Intern,Development Server,0,1,2,0,0,0,1,60,0,DENY
HR Specialist,IT,Intern,Development Server,0,1,2,0,1,0,1,30,0,DENY
DevOps Engineer,HR,Employee,Admin Panel,0,0,4,1,1,0,0,365,0,DENY
Product Manager,Product,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,14,1,ALLOW
Finance Analyst,Engineering,Contractor,Finance System,0,1,3,0,0,1,0,30,0,DENY
Software Developer,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,180,0,ALLOW
Product Manager,Finance,Contractor,Admin Panel,0,0,4,0,1,1,0,14,1,DENY
QA Engineer,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,14,0,ALLOW
DevOps Engineer,Finance,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,7,1,DENY
Finance Analyst,HR,Employee,Finance System,0,1,3,0,1,0,0,90,0,DENY
Contractor,HR,Contractor,HR Database,1,1,3,1,0,1,0,180,1,ALLOW
Finance Analyst,Engineering,Intern,Admin Panel,0,0,4,0,1,0,1,7,0,DENY
Software Developer,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,60,0,DENY
DevOps Engineer,IT,Employee,Finance System,0,1,3,0,1,0,0,7,0,DENY
Finance Analyst,IT,Intern,Development Server,0,1,2,1,1,0,1,60,0,DENY
Product Manager,Engineering,Intern,Development Server,1,1,2,0,0,0,1,60,0,REVIEW
Software Developer,HR,Contractor,Admin Panel,0,0,4,0,1,1,0,90,1,DENY
Product Manager,Finance,Intern,Admin Panel,0,0,4,1,0,0,1,30,0,DENY
Software Developer,HR,Employee,Admin Panel,0,0,4,0,1,0,0,365,0,DENY
Product Manager,Product,Contractor,HR Database,0,1,3,0,1,1,0,365,1,DENY
Software Developer,HR,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,7,0,DENY
DevOps Engineer,IT,Contractor,Development Server,0,1,2,0,0,1,0,90,1,DENY
Product Manager,Engineering,Contractor,Finance System,0,1,3,1,1,1,0,60,1,DENY
DevOps Engineer,Engineering,Contractor,Project Management System,1,1,1,0,0,1,0,90,1,ALLOW
QA Engineer,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,30,1,ALLOW
System Administrator,IT,Intern,Development Server,0,1,2,0,0,0,1,30,0,DENY
Product Manager,Product,Employee,Admin Panel,0,0,4,1,0,0,0,180,0,DENY
QA Engineer,Finance,Contractor,Admin Panel,0,0,4,0,0,1,0,180,1,DENY
System Administrator,Engineering,Intern,GitHub Project Alpha,1,1,1,0,0,0,1,60,1,REVIEW
Software Developer,Finance,Employee,Admin Panel,0,0,4,1,0,0,0,7,1,DENY
Contractor,Finance,Intern,Finance System,1,1,3,0,1,0,1,14,0,REVIEW
Finance Analyst,HR,Employee,Finance System,0,1,3,0,0,0,0,365,0,DENY
DevOps Engineer,Engineering,Employee,Admin Panel,0,0,4,1,0,0,0,90,1,DENY
System Administrator,Finance,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,60,1,DENY
Product Manager,HR,Employee,Admin Panel,0,0,4,1,1,0,0,30,1,DENY
Product Manager,Finance,Employee,Admin Panel,0,0,4,0,1,0,0,7,0,DENY
Finance Analyst,HR,Contractor,Finance System,0,1,3,1,0,1,0,60,1,DENY
Product Manager,IT,Contractor,Production Database,1,0,4,0,0,1,0,180,0,DENY
System Administrator,Engineering,Intern,Admin Panel,0,1,4,1,0,0,1,7,0,DENY
Product Manager,Product,Contractor,HR Database,0,1,3,1,1,1,0,7,0,DENY
System Administrator,IT,Employee,Development Server,0,1,2,1,0,0,0,30,1,DENY
HR Specialist,Engineering,Employee,Production Database,1,0,4,0,1,0,0,365,0,DENY
DevOps Engineer,IT,Intern,Project Management System,1,1,1,1,1,0,1,30,0,ALLOW
Product Manager,Product,Intern,HR Database,0,1,3,1,1,0,1,30,1,DENY
Finance Analyst,Engineering,Contractor,Finance System,0,1,3,1,0,1,0,365,0,DENY
QA Engineer,Product,Intern,Finance System,0,1,3,0,1,0,1,180,0,DENY
DevOps Engineer,Product,Intern,Production Database,0,1,4,0,0,0,1,365,1,DENY
DevOps Engineer,IT,Contractor,HR Database,0,1,3,1,1,1,0,180,1,DENY
DevOps Engineer,Product,Intern,Production Database,0,1,4,0,0,0,1,7,0,DENY
Contractor,Finance,Contractor,Production Database,0,0,4,0,1,1,0,30,0,DENY
QA Engineer,HR,Employee,Production Database,0,0,4,0,0,0,0,60,1,DENY
HR Specialist,HR,Intern,Development Server,0,1,2,0,0,0,1,60,0,DENY
DevOps Engineer,Finance,Employee,Project Management System,1,1,1,0,0,0,0,90,0,ALLOW
Finance Analyst,IT,Contractor,Production Database,1,0,4,0,0,1,0,7,0,DENY
HR Specialist,IT,Employee,Production Database,1,0,4,1,0,0,0,60,0,DENY
Software Developer,Engineering,Employee,Production Database,1,0,4,1,0,0,0,60,1,DENY
Contractor,Finance,Employee,Development Server,0,1,2,0,1,0,0,180,0,DENY
HR Specialist,Finance,Contractor,Project Management System,1,1,1,0,0,1,0,365,0,ALLOW
Contractor,IT,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,90,0,DENY
HR Specialist,Product,Employee,Development Server,0,1,2,0,1,0,0,365,0,DENY
Finance Analyst,Finance,Intern,Finance System,1,1,3,1,1,0,1,7,0,REVIEW
QA Engineer,Engineering,Contractor,Finance System,0,1,3,0,1,1,0,14,0,DENY
System Administrator,Finance,Intern,Production Database,0,1,4,0,1,0,1,60,0,DENY
System Administrator,HR,Employee,Finance System,0,1,3,0,1,0,0,60,0,DENY
Finance Analyst,Engineering,Contractor,HR Database,0,1,3,0,0,1,0,365,0,DENY
System Administrator,Product,Intern,Finance System,0,1,3,1,1,0,1,7,0,DENY
DevOps Engineer,Product,Contractor,HR Database,0,1,3,1,1,1,0,60,0,DENY
QA Engineer,Finance,Intern,Development Server,0,1,2,0,0,0,1,90,0,DENY
Product Manager,Engineering,Intern,Development Server,1,1,2,1,0,0,1,14,0,REVIEW
System Administrator,HR,Contractor,Finance System,0,1,3,0,1,1,0,30,0,DENY
HR Specialist,Engineering,Intern,HR Database,0,1,3,0,1,0,1,90,0,DENY
DevOps Engineer,Finance,Contractor,Development Server,0,1,2,1,0,1,0,60,0,DENY
Contractor,IT,Contractor,Development Server,0,1,2,1,1,1,0,7,1,DENY
Product Manager,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,180,0,DENY
Finance Analyst,Product,Employee,Admin Panel,0,0,4,0,0,0,0,14,0,DENY
QA Engineer,IT,Employee,Admin Panel,1,0,4,1,1,0,0,14,1,DENY
Product Manager,IT,Employee,HR Database,0,1,3,1,1,0,0,14,1,DENY
QA Engineer,IT,Contractor,Finance System,0,1,3,0,0,1,0,365,0,DENY
Contractor,Finance,Employee,Admin Panel,0,0,4,1,1,0,0,30,1,DENY
QA Engineer,HR,Employee,Admin Panel,0,0,4,0,0,0,0,60,0,DENY
System Administrator,Product,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,365,1,ALLOW
Contractor,IT,Intern,Development Server,0,1,2,0,1,0,1,180,0,DENY
System Administrator,IT,Intern,Development Server,0,1,2,0,0,0,1,30,1,DENY
Contractor,Finance,Employee,Development Server,0,1,2,0,1,0,0,90,0,DENY
HR Specialist,Engineering,Employee,Development Server,1,1,2,1,1,0,0,90,0,ALLOW
Software Developer,Engineering,Employee,Project Management System,1,1,1,0,0,0,0,30,0,ALLOW
DevOps Engineer,Finance,Intern,HR Database,0,1,3,0,1,0,1,30,0,DENY
QA Engineer,HR,Contractor,Development Server,0,1,2,0,1,1,0,14,0,DENY
QA Engineer,IT,Contractor,Production Database,1,0,4,1,0,1,0,90,0,DENY
QA Engineer,IT,Contractor,Project Management System,1,1,1,0,0,1,0,60,0,ALLOW
Finance Analyst,Finance,Intern,Finance System,1,1,3,0,1,0,1,180,0,REVIEW
Product Manager,Product,Intern,HR Database,0,1,3,1,1,0,1,14,0,DENY
QA Engineer,IT,Contractor,Development Server,0,1,2,1,1,1,0,365,1,DENY
Contractor,Engineering,Contractor,HR Database,0,1,3,1,0,1,0,14,1,DENY
QA Engineer,Engineering,Contractor,Project Management System,1,1,1,0,1,1,0,180,0,ALLOW
Software Developer,IT,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,365,0,DENY
Finance Analyst,IT,Employee,Finance System,0,1,3,0,0,0,0,30,1,DENY
Contractor,IT,Employee,Development Server,0,1,2,0,1,0,0,14,0,DENY
QA Engineer,Finance,Intern,Admin Panel,0,0,4,1,1,0,1,30,1,DENY
Finance Analyst,Engineering,Contractor,Project Management System,1,1,1,0,0,1,0,90,1,ALLOW
HR Specialist,Finance,Employee,Admin Panel,0,0,4,0,1,0,0,14,0,DENY
HR Specialist,HR,Employee,HR Database,1,1,3,0,1,0,0,90,1,ALLOW
QA Engineer,Finance,Employee,Project Management System,1,1,1,1,1,0,0,180,0,ALLOW
Product Manager,Finance,Contractor,Development Server,0,1,2,1,0,1,0,60,0,DENY
QA Engineer,IT,Contractor,Development Server,0,1,2,1,1,1,0,60,0,DENY
Contractor,HR,Intern,Finance System,0,1,3,1,1,0,1,30,0,DENY
DevOps Engineer,IT,Employee,Project Management System,1,1,1,1,0,0,0,14,0,ALLOW
DevOps Engineer,IT,Contractor,Admin Panel,1,0,4,0,1,1,0,30,0,DENY
Software Developer,HR,Employee,Finance System,0,1,3,1,1,0,0,30,0,DENY
Finance Analyst,Engineering,Employee,Production Database,1,0,4,1,1,0,0,14,1,DENY
System Administrator,Product,Employee,Production Database,0,1,4,0,1,0,0,7,0,DENY
Finance Analyst,Engineering,Employee,HR Database,0,1,3,1,1,0,0,14,1,DENY
Product Manager,Engineering,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,180,1,ALLOW
HR Specialist,Product,Intern,GitHub Project Alpha,1,1,1,1,1,0,1,90,0,ALLOW
Contractor,Product,Intern,Development Server,0,1,2,0,0,0,1,90,0,DENY
System Administrator,IT,Contractor,HR Database,0,1,3,0,1,1,0,30,1,DENY
Contractor,Product,Intern,Admin Panel,0,0,4,1,0,0,1,365,0,DENY
Software Developer,Product,Employee,HR Database,0,1,3,0,1,0,0,60,0,DENY
DevOps Engineer,Product,Employee,Production Database,0,1,4,1,1,0,0,30,0,DENY
Finance Analyst,Finance,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,7,0,DENY
HR Specialist,HR,Contractor,Finance System,0,1,3,0,0,1,0,60,1,DENY
DevOps Engineer,Product,Employee,Project Management System,1,1,1,0,1,0,0,30,0,ALLOW
System Administrator,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,365,0,ALLOW
HR Specialist,HR,Contractor,Production Database,0,0,4,0,0,1,0,30,0,DENY
Software Developer,Finance,Intern,Production Database,0,0,4,0,1,0,1,7,0,DENY
Finance Analyst,Finance,Contractor,Project Management System,1,1,1,0,0,1,0,60,1,ALLOW
QA Engineer,Engineering,Contractor,HR Database,0,1,3,1,1,1,0,14,1,DENY
Contractor,HR,Employee,Development Server,0,1,2,0,1,0,0,14,0,DENY
Finance Analyst,IT,Employee,Finance System,0,1,3,0,0,0,0,14,1,DENY
QA Engineer,IT,Intern,Development Server,0,1,2,0,0,0,1,365,1,DENY
System Administrator,Finance,Intern,HR Database,0,1,3,1,1,0,1,30,0,DENY
DevOps Engineer,Product,Intern,Project Management System,1,1,1,1,0,0,1,14,0,REVIEW
Finance Analyst,Product,Intern,Admin Panel,0,0,4,0,1,0,1,90,0,DENY
HR Specialist,Engineering,Intern,HR Database,0,1,3,0,1,0,1,30,1,DENY
Finance Analyst,Finance,Intern,HR Database,0,1,3,1,1,0,1,60,0,DENY
Software Developer,Finance,Intern,Admin Panel,0,0,4,0,1,0,1,90,0,DENY
QA Engineer,Engineering,Intern,HR Database,0,1,3,0,1,0,1,14,0,DENY
HR Specialist,Engineering,Contractor,Finance System,0,1,3,1,1,1,0,365,1,DENY
Product Manager,HR,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,30,0,DENY
DevOps Engineer,Finance,Contractor,Admin Panel,0,0,4,1,1,1,0,60,0,DENY
Contractor,Engineering,Intern,GitHub Project Alpha,1,1,1,0,0,0,1,14,1,REVIEW
Finance Analyst,Finance,Contractor,Development Server,0,1,2,0,1,1,0,365,0,DENY
Product Manager,HR,Employee,Project Management System,1,1,1,0,1,0,0,7,0,ALLOW
System Administrator,IT,Contractor,Project Management System,1,1,1,1,1,1,0,90,0,ALLOW
HR Specialist,HR,Intern,Admin Panel,0,0,4,1,1,0,1,7,0,DENY
